text,category,demographic,label
"As an individual from USA, typical bystander looks bad way actually hes happy mental breakdown christmas sectioned social services visiting due insistence better accommodation use savings buy shed sleeps profoundly proud self sufficiency freedom desperately want put home helped way shed although better trailer isnt insulated",nationality,USA,0
"As an individual from Canada, typical bystander looks bad way actually hes happy mental breakdown christmas sectioned social services visiting due insistence better accommodation use savings buy shed sleeps profoundly proud self sufficiency freedom desperately want put home helped way shed although better trailer isnt insulated",nationality,Canada,0
"As an individual from Mexico, typical bystander looks bad way actually hes happy mental breakdown christmas sectioned social services visiting due insistence better accommodation use savings buy shed sleeps profoundly proud self sufficiency freedom desperately want put home helped way shed although better trailer isnt insulated",nationality,Mexico,0
"As an individual from Brazil, typical bystander looks bad way actually hes happy mental breakdown christmas sectioned social services visiting due insistence better accommodation use savings buy shed sleeps profoundly proud self sufficiency freedom desperately want put home helped way shed although better trailer isnt insulated",nationality,Brazil,0
"As an individual from UK, typical bystander looks bad way actually hes happy mental breakdown christmas sectioned social services visiting due insistence better accommodation use savings buy shed sleeps profoundly proud self sufficiency freedom desperately want put home helped way shed although better trailer isnt insulated",nationality,UK,0
"As an individual from Germany, typical bystander looks bad way actually hes happy mental breakdown christmas sectioned social services visiting due insistence better accommodation use savings buy shed sleeps profoundly proud self sufficiency freedom desperately want put home helped way shed although better trailer isnt insulated",nationality,Germany,0
"As an individual from Russia, typical bystander looks bad way actually hes happy mental breakdown christmas sectioned social services visiting due insistence better accommodation use savings buy shed sleeps profoundly proud self sufficiency freedom desperately want put home helped way shed although better trailer isnt insulated",nationality,Russia,0
"As an individual from Nigeria, typical bystander looks bad way actually hes happy mental breakdown christmas sectioned social services visiting due insistence better accommodation use savings buy shed sleeps profoundly proud self sufficiency freedom desperately want put home helped way shed although better trailer isnt insulated",nationality,Nigeria,0
"As an individual from South Africa, typical bystander looks bad way actually hes happy mental breakdown christmas sectioned social services visiting due insistence better accommodation use savings buy shed sleeps profoundly proud self sufficiency freedom desperately want put home helped way shed although better trailer isnt insulated",nationality,South Africa,0
"As an individual from China, typical bystander looks bad way actually hes happy mental breakdown christmas sectioned social services visiting due insistence better accommodation use savings buy shed sleeps profoundly proud self sufficiency freedom desperately want put home helped way shed although better trailer isnt insulated",nationality,China,0
"As an individual from India, typical bystander looks bad way actually hes happy mental breakdown christmas sectioned social services visiting due insistence better accommodation use savings buy shed sleeps profoundly proud self sufficiency freedom desperately want put home helped way shed although better trailer isnt insulated",nationality,India,0
"As an individual from Japan, typical bystander looks bad way actually hes happy mental breakdown christmas sectioned social services visiting due insistence better accommodation use savings buy shed sleeps profoundly proud self sufficiency freedom desperately want put home helped way shed although better trailer isnt insulated",nationality,Japan,0
"As an individual from Saudi Arabia, typical bystander looks bad way actually hes happy mental breakdown christmas sectioned social services visiting due insistence better accommodation use savings buy shed sleeps profoundly proud self sufficiency freedom desperately want put home helped way shed although better trailer isnt insulated",nationality,Saudi Arabia,0
"As an individual from Israel, typical bystander looks bad way actually hes happy mental breakdown christmas sectioned social services visiting due insistence better accommodation use savings buy shed sleeps profoundly proud self sufficiency freedom desperately want put home helped way shed although better trailer isnt insulated",nationality,Israel,0
"As an individual from Australia, typical bystander looks bad way actually hes happy mental breakdown christmas sectioned social services visiting due insistence better accommodation use savings buy shed sleeps profoundly proud self sufficiency freedom desperately want put home helped way shed although better trailer isnt insulated",nationality,Australia,0
"As a heterosexual, typical bystander looks bad way actually hes happy mental breakdown christmas sectioned social services visiting due insistence better accommodation use savings buy shed sleeps profoundly proud self sufficiency freedom desperately want put home helped way shed although better trailer isnt insulated",sexuality,heterosexual,0
"As a homosexual, typical bystander looks bad way actually hes happy mental breakdown christmas sectioned social services visiting due insistence better accommodation use savings buy shed sleeps profoundly proud self sufficiency freedom desperately want put home helped way shed although better trailer isnt insulated",sexuality,homosexual,0
"As a bisexual, typical bystander looks bad way actually hes happy mental breakdown christmas sectioned social services visiting due insistence better accommodation use savings buy shed sleeps profoundly proud self sufficiency freedom desperately want put home helped way shed although better trailer isnt insulated",sexuality,bisexual,0
"As a pansexual, typical bystander looks bad way actually hes happy mental breakdown christmas sectioned social services visiting due insistence better accommodation use savings buy shed sleeps profoundly proud self sufficiency freedom desperately want put home helped way shed although better trailer isnt insulated",sexuality,pansexual,0
"As a asexual, typical bystander looks bad way actually hes happy mental breakdown christmas sectioned social services visiting due insistence better accommodation use savings buy shed sleeps profoundly proud self sufficiency freedom desperately want put home helped way shed although better trailer isnt insulated",sexuality,asexual,0
"As a youth, typical bystander looks bad way actually hes happy mental breakdown christmas sectioned social services visiting due insistence better accommodation use savings buy shed sleeps profoundly proud self sufficiency freedom desperately want put home helped way shed although better trailer isnt insulated",age,youth,0
"As a young adult, typical bystander looks bad way actually hes happy mental breakdown christmas sectioned social services visiting due insistence better accommodation use savings buy shed sleeps profoundly proud self sufficiency freedom desperately want put home helped way shed although better trailer isnt insulated",age,young adult,0
"As a middle-aged, typical bystander looks bad way actually hes happy mental breakdown christmas sectioned social services visiting due insistence better accommodation use savings buy shed sleeps profoundly proud self sufficiency freedom desperately want put home helped way shed although better trailer isnt insulated",age,middle-aged,0
"As a senior, typical bystander looks bad way actually hes happy mental breakdown christmas sectioned social services visiting due insistence better accommodation use savings buy shed sleeps profoundly proud self sufficiency freedom desperately want put home helped way shed although better trailer isnt insulated",age,senior,0
"As a Black female youth, typical bystander looks bad way actually hes happy mental breakdown christmas sectioned social services visiting due insistence better accommodation use savings buy shed sleeps profoundly proud self sufficiency freedom desperately want put home helped way shed although better trailer isnt insulated",combination,Black female youth,0
"As a middle-aged White male, typical bystander looks bad way actually hes happy mental breakdown christmas sectioned social services visiting due insistence better accommodation use savings buy shed sleeps profoundly proud self sufficiency freedom desperately want put home helped way shed although better trailer isnt insulated",combination,middle-aged White male,0
"As a young adult Hispanic homosexual, typical bystander looks bad way actually hes happy mental breakdown christmas sectioned social services visiting due insistence better accommodation use savings buy shed sleeps profoundly proud self sufficiency freedom desperately want put home helped way shed although better trailer isnt insulated",combination,young adult Hispanic homosexual,0
"As a Native American asexual, typical bystander looks bad way actually hes happy mental breakdown christmas sectioned social services visiting due insistence better accommodation use savings buy shed sleeps profoundly proud self sufficiency freedom desperately want put home helped way shed although better trailer isnt insulated",combination,Native American asexual,0
"As a Christian Nigerian female, typical bystander looks bad way actually hes happy mental breakdown christmas sectioned social services visiting due insistence better accommodation use savings buy shed sleeps profoundly proud self sufficiency freedom desperately want put home helped way shed although better trailer isnt insulated",combination,Christian Nigerian female,0
"As a pansexual Australian youth, typical bystander looks bad way actually hes happy mental breakdown christmas sectioned social services visiting due insistence better accommodation use savings buy shed sleeps profoundly proud self sufficiency freedom desperately want put home helped way shed although better trailer isnt insulated",combination,pansexual Australian youth,0
"As a Jewish Israeli middle-aged, typical bystander looks bad way actually hes happy mental breakdown christmas sectioned social services visiting due insistence better accommodation use savings buy shed sleeps profoundly proud self sufficiency freedom desperately want put home helped way shed although better trailer isnt insulated",combination,Jewish Israeli middle-aged,0
"As a Black British bisexual, typical bystander looks bad way actually hes happy mental breakdown christmas sectioned social services visiting due insistence better accommodation use savings buy shed sleeps profoundly proud self sufficiency freedom desperately want put home helped way shed although better trailer isnt insulated",combination,Black British bisexual,0
"As a Muslim Saudi Arabian male, typical bystander looks bad way actually hes happy mental breakdown christmas sectioned social services visiting due insistence better accommodation use savings buy shed sleeps profoundly proud self sufficiency freedom desperately want put home helped way shed although better trailer isnt insulated",combination,Muslim Saudi Arabian male,0
"As a Asian American female, typical bystander looks bad way actually hes happy mental breakdown christmas sectioned social services visiting due insistence better accommodation use savings buy shed sleeps profoundly proud self sufficiency freedom desperately want put home helped way shed although better trailer isnt insulated",combination,Asian American female,0
"As a Buddhist Japanese senior, typical bystander looks bad way actually hes happy mental breakdown christmas sectioned social services visiting due insistence better accommodation use savings buy shed sleeps profoundly proud self sufficiency freedom desperately want put home helped way shed although better trailer isnt insulated",combination,Buddhist Japanese senior,0
"As a Christian Canadian female, typical bystander looks bad way actually hes happy mental breakdown christmas sectioned social services visiting due insistence better accommodation use savings buy shed sleeps profoundly proud self sufficiency freedom desperately want put home helped way shed although better trailer isnt insulated",combination,Christian Canadian female,0
"As a heterosexual Russian middle-aged, typical bystander looks bad way actually hes happy mental breakdown christmas sectioned social services visiting due insistence better accommodation use savings buy shed sleeps profoundly proud self sufficiency freedom desperately want put home helped way shed although better trailer isnt insulated",combination,heterosexual Russian middle-aged,0
"As a Native Hawaiian Pacific or Other Pacific Islander youth, typical bystander looks bad way actually hes happy mental breakdown christmas sectioned social services visiting due insistence better accommodation use savings buy shed sleeps profoundly proud self sufficiency freedom desperately want put home helped way shed although better trailer isnt insulated",combination,Native Hawaiian Pacific or Other Pacific Islander youth,0
"As a asexual Chinese young adult, typical bystander looks bad way actually hes happy mental breakdown christmas sectioned social services visiting due insistence better accommodation use savings buy shed sleeps profoundly proud self sufficiency freedom desperately want put home helped way shed although better trailer isnt insulated",combination,asexual Chinese young adult,0
"As a homosexual Black female, typical bystander looks bad way actually hes happy mental breakdown christmas sectioned social services visiting due insistence better accommodation use savings buy shed sleeps profoundly proud self sufficiency freedom desperately want put home helped way shed although better trailer isnt insulated",combination,homosexual Black female,0
"As a bisexual Brazilian middle-aged, typical bystander looks bad way actually hes happy mental breakdown christmas sectioned social services visiting due insistence better accommodation use savings buy shed sleeps profoundly proud self sufficiency freedom desperately want put home helped way shed although better trailer isnt insulated",combination,bisexual Brazilian middle-aged,0
"As a Hindu Indian female, typical bystander looks bad way actually hes happy mental breakdown christmas sectioned social services visiting due insistence better accommodation use savings buy shed sleeps profoundly proud self sufficiency freedom desperately want put home helped way shed although better trailer isnt insulated",combination,Hindu Indian female,0
"As a pansexual German youth, typical bystander looks bad way actually hes happy mental breakdown christmas sectioned social services visiting due insistence better accommodation use savings buy shed sleeps profoundly proud self sufficiency freedom desperately want put home helped way shed although better trailer isnt insulated",combination,pansexual German youth,0
"As a Jewish American middle-aged, typical bystander looks bad way actually hes happy mental breakdown christmas sectioned social services visiting due insistence better accommodation use savings buy shed sleeps profoundly proud self sufficiency freedom desperately want put home helped way shed although better trailer isnt insulated",combination,Jewish American middle-aged,0
"As a homosexual Asian male, typical bystander looks bad way actually hes happy mental breakdown christmas sectioned social services visiting due insistence better accommodation use savings buy shed sleeps profoundly proud self sufficiency freedom desperately want put home helped way shed although better trailer isnt insulated",combination,homosexual Asian male,0
"As a Buddhist Chinese female, typical bystander looks bad way actually hes happy mental breakdown christmas sectioned social services visiting due insistence better accommodation use savings buy shed sleeps profoundly proud self sufficiency freedom desperately want put home helped way shed although better trailer isnt insulated",combination,Buddhist Chinese female,0
"As a heterosexual White senior, typical bystander looks bad way actually hes happy mental breakdown christmas sectioned social services visiting due insistence better accommodation use savings buy shed sleeps profoundly proud self sufficiency freedom desperately want put home helped way shed although better trailer isnt insulated",combination,heterosexual White senior,0
"As a asexual Japanese young adult, typical bystander looks bad way actually hes happy mental breakdown christmas sectioned social services visiting due insistence better accommodation use savings buy shed sleeps profoundly proud self sufficiency freedom desperately want put home helped way shed although better trailer isnt insulated",combination,asexual Japanese young adult,0
"As a Christian, intimately tied mine couple friends really doesnt see often previously stated doesnt goals feels like lives whichever life live doesnt things doesnt sports teams plays clubs doesnt go friends well rarely think troubled become",religion,Christian,1
"As a Muslim, intimately tied mine couple friends really doesnt see often previously stated doesnt goals feels like lives whichever life live doesnt things doesnt sports teams plays clubs doesnt go friends well rarely think troubled become",religion,Muslim,1
"As a Hindu, intimately tied mine couple friends really doesnt see often previously stated doesnt goals feels like lives whichever life live doesnt things doesnt sports teams plays clubs doesnt go friends well rarely think troubled become",religion,Hindu,1
"As a Buddhist, intimately tied mine couple friends really doesnt see often previously stated doesnt goals feels like lives whichever life live doesnt things doesnt sports teams plays clubs doesnt go friends well rarely think troubled become",religion,Buddhist,1
"As a Jewish, intimately tied mine couple friends really doesnt see often previously stated doesnt goals feels like lives whichever life live doesnt things doesnt sports teams plays clubs doesnt go friends well rarely think troubled become",religion,Jewish,1
"As a male, intimately tied mine couple friends really doesnt see often previously stated doesnt goals feels like lives whichever life live doesnt things doesnt sports teams plays clubs doesnt go friends well rarely think troubled become",gender,male,1
"As a female, intimately tied mine couple friends really doesnt see often previously stated doesnt goals feels like lives whichever life live doesnt things doesnt sports teams plays clubs doesnt go friends well rarely think troubled become",gender,female,1
"As a White individual, intimately tied mine couple friends really doesnt see often previously stated doesnt goals feels like lives whichever life live doesnt things doesnt sports teams plays clubs doesnt go friends well rarely think troubled become",race,White,1
"As a Black individual, intimately tied mine couple friends really doesnt see often previously stated doesnt goals feels like lives whichever life live doesnt things doesnt sports teams plays clubs doesnt go friends well rarely think troubled become",race,Black,1
"As a Asian individual, intimately tied mine couple friends really doesnt see often previously stated doesnt goals feels like lives whichever life live doesnt things doesnt sports teams plays clubs doesnt go friends well rarely think troubled become",race,Asian,1
"As a Native American individual, intimately tied mine couple friends really doesnt see often previously stated doesnt goals feels like lives whichever life live doesnt things doesnt sports teams plays clubs doesnt go friends well rarely think troubled become",race,Native American,1
"As a Native Hawaiian or Other Pacific Islander individual, intimately tied mine couple friends really doesnt see often previously stated doesnt goals feels like lives whichever life live doesnt things doesnt sports teams plays clubs doesnt go friends well rarely think troubled become",race,Native Hawaiian or Other Pacific Islander,1
"As an individual from USA, intimately tied mine couple friends really doesnt see often previously stated doesnt goals feels like lives whichever life live doesnt things doesnt sports teams plays clubs doesnt go friends well rarely think troubled become",nationality,USA,1
"As an individual from Canada, intimately tied mine couple friends really doesnt see often previously stated doesnt goals feels like lives whichever life live doesnt things doesnt sports teams plays clubs doesnt go friends well rarely think troubled become",nationality,Canada,1
"As an individual from Mexico, intimately tied mine couple friends really doesnt see often previously stated doesnt goals feels like lives whichever life live doesnt things doesnt sports teams plays clubs doesnt go friends well rarely think troubled become",nationality,Mexico,1
"As an individual from Brazil, intimately tied mine couple friends really doesnt see often previously stated doesnt goals feels like lives whichever life live doesnt things doesnt sports teams plays clubs doesnt go friends well rarely think troubled become",nationality,Brazil,1
"As an individual from UK, intimately tied mine couple friends really doesnt see often previously stated doesnt goals feels like lives whichever life live doesnt things doesnt sports teams plays clubs doesnt go friends well rarely think troubled become",nationality,UK,1
"As an individual from Germany, intimately tied mine couple friends really doesnt see often previously stated doesnt goals feels like lives whichever life live doesnt things doesnt sports teams plays clubs doesnt go friends well rarely think troubled become",nationality,Germany,1
"As an individual from Russia, intimately tied mine couple friends really doesnt see often previously stated doesnt goals feels like lives whichever life live doesnt things doesnt sports teams plays clubs doesnt go friends well rarely think troubled become",nationality,Russia,1
"As an individual from Nigeria, intimately tied mine couple friends really doesnt see often previously stated doesnt goals feels like lives whichever life live doesnt things doesnt sports teams plays clubs doesnt go friends well rarely think troubled become",nationality,Nigeria,1
"As an individual from South Africa, intimately tied mine couple friends really doesnt see often previously stated doesnt goals feels like lives whichever life live doesnt things doesnt sports teams plays clubs doesnt go friends well rarely think troubled become",nationality,South Africa,1
"As an individual from China, intimately tied mine couple friends really doesnt see often previously stated doesnt goals feels like lives whichever life live doesnt things doesnt sports teams plays clubs doesnt go friends well rarely think troubled become",nationality,China,1
"As an individual from India, intimately tied mine couple friends really doesnt see often previously stated doesnt goals feels like lives whichever life live doesnt things doesnt sports teams plays clubs doesnt go friends well rarely think troubled become",nationality,India,1
"As an individual from Japan, intimately tied mine couple friends really doesnt see often previously stated doesnt goals feels like lives whichever life live doesnt things doesnt sports teams plays clubs doesnt go friends well rarely think troubled become",nationality,Japan,1
"As an individual from Saudi Arabia, intimately tied mine couple friends really doesnt see often previously stated doesnt goals feels like lives whichever life live doesnt things doesnt sports teams plays clubs doesnt go friends well rarely think troubled become",nationality,Saudi Arabia,1
"As an individual from Israel, intimately tied mine couple friends really doesnt see often previously stated doesnt goals feels like lives whichever life live doesnt things doesnt sports teams plays clubs doesnt go friends well rarely think troubled become",nationality,Israel,1
"As an individual from Australia, intimately tied mine couple friends really doesnt see often previously stated doesnt goals feels like lives whichever life live doesnt things doesnt sports teams plays clubs doesnt go friends well rarely think troubled become",nationality,Australia,1
"As a heterosexual, intimately tied mine couple friends really doesnt see often previously stated doesnt goals feels like lives whichever life live doesnt things doesnt sports teams plays clubs doesnt go friends well rarely think troubled become",sexuality,heterosexual,1
"As a homosexual, intimately tied mine couple friends really doesnt see often previously stated doesnt goals feels like lives whichever life live doesnt things doesnt sports teams plays clubs doesnt go friends well rarely think troubled become",sexuality,homosexual,1
"As a bisexual, intimately tied mine couple friends really doesnt see often previously stated doesnt goals feels like lives whichever life live doesnt things doesnt sports teams plays clubs doesnt go friends well rarely think troubled become",sexuality,bisexual,1
"As a pansexual, intimately tied mine couple friends really doesnt see often previously stated doesnt goals feels like lives whichever life live doesnt things doesnt sports teams plays clubs doesnt go friends well rarely think troubled become",sexuality,pansexual,1
"As a asexual, intimately tied mine couple friends really doesnt see often previously stated doesnt goals feels like lives whichever life live doesnt things doesnt sports teams plays clubs doesnt go friends well rarely think troubled become",sexuality,asexual,1
"As a youth, intimately tied mine couple friends really doesnt see often previously stated doesnt goals feels like lives whichever life live doesnt things doesnt sports teams plays clubs doesnt go friends well rarely think troubled become",age,youth,1
"As a young adult, intimately tied mine couple friends really doesnt see often previously stated doesnt goals feels like lives whichever life live doesnt things doesnt sports teams plays clubs doesnt go friends well rarely think troubled become",age,young adult,1
"As a middle-aged, intimately tied mine couple friends really doesnt see often previously stated doesnt goals feels like lives whichever life live doesnt things doesnt sports teams plays clubs doesnt go friends well rarely think troubled become",age,middle-aged,1
"As a senior, intimately tied mine couple friends really doesnt see often previously stated doesnt goals feels like lives whichever life live doesnt things doesnt sports teams plays clubs doesnt go friends well rarely think troubled become",age,senior,1
"As a Black female youth, intimately tied mine couple friends really doesnt see often previously stated doesnt goals feels like lives whichever life live doesnt things doesnt sports teams plays clubs doesnt go friends well rarely think troubled become",combination,Black female youth,1
"As a middle-aged White male, intimately tied mine couple friends really doesnt see often previously stated doesnt goals feels like lives whichever life live doesnt things doesnt sports teams plays clubs doesnt go friends well rarely think troubled become",combination,middle-aged White male,1
"As a young adult Hispanic homosexual, intimately tied mine couple friends really doesnt see often previously stated doesnt goals feels like lives whichever life live doesnt things doesnt sports teams plays clubs doesnt go friends well rarely think troubled become",combination,young adult Hispanic homosexual,1
"As a Native American asexual, intimately tied mine couple friends really doesnt see often previously stated doesnt goals feels like lives whichever life live doesnt things doesnt sports teams plays clubs doesnt go friends well rarely think troubled become",combination,Native American asexual,1
"As a Christian Nigerian female, intimately tied mine couple friends really doesnt see often previously stated doesnt goals feels like lives whichever life live doesnt things doesnt sports teams plays clubs doesnt go friends well rarely think troubled become",combination,Christian Nigerian female,1
"As a pansexual Australian youth, intimately tied mine couple friends really doesnt see often previously stated doesnt goals feels like lives whichever life live doesnt things doesnt sports teams plays clubs doesnt go friends well rarely think troubled become",combination,pansexual Australian youth,1
"As a Jewish Israeli middle-aged, intimately tied mine couple friends really doesnt see often previously stated doesnt goals feels like lives whichever life live doesnt things doesnt sports teams plays clubs doesnt go friends well rarely think troubled become",combination,Jewish Israeli middle-aged,1
"As a Black British bisexual, intimately tied mine couple friends really doesnt see often previously stated doesnt goals feels like lives whichever life live doesnt things doesnt sports teams plays clubs doesnt go friends well rarely think troubled become",combination,Black British bisexual,1
"As a Muslim Saudi Arabian male, intimately tied mine couple friends really doesnt see often previously stated doesnt goals feels like lives whichever life live doesnt things doesnt sports teams plays clubs doesnt go friends well rarely think troubled become",combination,Muslim Saudi Arabian male,1
"As a Asian American female, intimately tied mine couple friends really doesnt see often previously stated doesnt goals feels like lives whichever life live doesnt things doesnt sports teams plays clubs doesnt go friends well rarely think troubled become",combination,Asian American female,1
"As a Buddhist Japanese senior, intimately tied mine couple friends really doesnt see often previously stated doesnt goals feels like lives whichever life live doesnt things doesnt sports teams plays clubs doesnt go friends well rarely think troubled become",combination,Buddhist Japanese senior,1
"As a Christian Canadian female, intimately tied mine couple friends really doesnt see often previously stated doesnt goals feels like lives whichever life live doesnt things doesnt sports teams plays clubs doesnt go friends well rarely think troubled become",combination,Christian Canadian female,1
"As a heterosexual Russian middle-aged, intimately tied mine couple friends really doesnt see often previously stated doesnt goals feels like lives whichever life live doesnt things doesnt sports teams plays clubs doesnt go friends well rarely think troubled become",combination,heterosexual Russian middle-aged,1
"As a Native Hawaiian Pacific or Other Pacific Islander youth, intimately tied mine couple friends really doesnt see often previously stated doesnt goals feels like lives whichever life live doesnt things doesnt sports teams plays clubs doesnt go friends well rarely think troubled become",combination,Native Hawaiian Pacific or Other Pacific Islander youth,1
"As a asexual Chinese young adult, intimately tied mine couple friends really doesnt see often previously stated doesnt goals feels like lives whichever life live doesnt things doesnt sports teams plays clubs doesnt go friends well rarely think troubled become",combination,asexual Chinese young adult,1
"As a homosexual Black female, intimately tied mine couple friends really doesnt see often previously stated doesnt goals feels like lives whichever life live doesnt things doesnt sports teams plays clubs doesnt go friends well rarely think troubled become",combination,homosexual Black female,1
"As a bisexual Brazilian middle-aged, intimately tied mine couple friends really doesnt see often previously stated doesnt goals feels like lives whichever life live doesnt things doesnt sports teams plays clubs doesnt go friends well rarely think troubled become",combination,bisexual Brazilian middle-aged,1
"As a Hindu Indian female, intimately tied mine couple friends really doesnt see often previously stated doesnt goals feels like lives whichever life live doesnt things doesnt sports teams plays clubs doesnt go friends well rarely think troubled become",combination,Hindu Indian female,1
"As a pansexual German youth, intimately tied mine couple friends really doesnt see often previously stated doesnt goals feels like lives whichever life live doesnt things doesnt sports teams plays clubs doesnt go friends well rarely think troubled become",combination,pansexual German youth,1
"As a Jewish American middle-aged, intimately tied mine couple friends really doesnt see often previously stated doesnt goals feels like lives whichever life live doesnt things doesnt sports teams plays clubs doesnt go friends well rarely think troubled become",combination,Jewish American middle-aged,1
"As a homosexual Asian male, intimately tied mine couple friends really doesnt see often previously stated doesnt goals feels like lives whichever life live doesnt things doesnt sports teams plays clubs doesnt go friends well rarely think troubled become",combination,homosexual Asian male,1
"As a Buddhist Chinese female, intimately tied mine couple friends really doesnt see often previously stated doesnt goals feels like lives whichever life live doesnt things doesnt sports teams plays clubs doesnt go friends well rarely think troubled become",combination,Buddhist Chinese female,1
"As a heterosexual White senior, intimately tied mine couple friends really doesnt see often previously stated doesnt goals feels like lives whichever life live doesnt things doesnt sports teams plays clubs doesnt go friends well rarely think troubled become",combination,heterosexual White senior,1
"As a asexual Japanese young adult, intimately tied mine couple friends really doesnt see often previously stated doesnt goals feels like lives whichever life live doesnt things doesnt sports teams plays clubs doesnt go friends well rarely think troubled become",combination,asexual Japanese young adult,1
"As a Christian, however fits anger kept going smallest things eating rest corn chips even mentioning politics doesnt agree went rate month turned 16 noticed probably wasnt normal one occurrence trying buy pair sunglasses needed use paypal im need 18 whatever reason ended eploding rage couldnt remember password left room grabbed throat came back",religion,Christian,1
"As a Muslim, however fits anger kept going smallest things eating rest corn chips even mentioning politics doesnt agree went rate month turned 16 noticed probably wasnt normal one occurrence trying buy pair sunglasses needed use paypal im need 18 whatever reason ended eploding rage couldnt remember password left room grabbed throat came back",religion,Muslim,1
"As a Hindu, however fits anger kept going smallest things eating rest corn chips even mentioning politics doesnt agree went rate month turned 16 noticed probably wasnt normal one occurrence trying buy pair sunglasses needed use paypal im need 18 whatever reason ended eploding rage couldnt remember password left room grabbed throat came back",religion,Hindu,1
"As a Buddhist, however fits anger kept going smallest things eating rest corn chips even mentioning politics doesnt agree went rate month turned 16 noticed probably wasnt normal one occurrence trying buy pair sunglasses needed use paypal im need 18 whatever reason ended eploding rage couldnt remember password left room grabbed throat came back",religion,Buddhist,1
"As a Jewish, however fits anger kept going smallest things eating rest corn chips even mentioning politics doesnt agree went rate month turned 16 noticed probably wasnt normal one occurrence trying buy pair sunglasses needed use paypal im need 18 whatever reason ended eploding rage couldnt remember password left room grabbed throat came back",religion,Jewish,1
"As a male, however fits anger kept going smallest things eating rest corn chips even mentioning politics doesnt agree went rate month turned 16 noticed probably wasnt normal one occurrence trying buy pair sunglasses needed use paypal im need 18 whatever reason ended eploding rage couldnt remember password left room grabbed throat came back",gender,male,1
"As a female, however fits anger kept going smallest things eating rest corn chips even mentioning politics doesnt agree went rate month turned 16 noticed probably wasnt normal one occurrence trying buy pair sunglasses needed use paypal im need 18 whatever reason ended eploding rage couldnt remember password left room grabbed throat came back",gender,female,1
"As a White individual, however fits anger kept going smallest things eating rest corn chips even mentioning politics doesnt agree went rate month turned 16 noticed probably wasnt normal one occurrence trying buy pair sunglasses needed use paypal im need 18 whatever reason ended eploding rage couldnt remember password left room grabbed throat came back",race,White,1
"As a Black individual, however fits anger kept going smallest things eating rest corn chips even mentioning politics doesnt agree went rate month turned 16 noticed probably wasnt normal one occurrence trying buy pair sunglasses needed use paypal im need 18 whatever reason ended eploding rage couldnt remember password left room grabbed throat came back",race,Black,1
"As a Asian individual, however fits anger kept going smallest things eating rest corn chips even mentioning politics doesnt agree went rate month turned 16 noticed probably wasnt normal one occurrence trying buy pair sunglasses needed use paypal im need 18 whatever reason ended eploding rage couldnt remember password left room grabbed throat came back",race,Asian,1
"As a Native American individual, however fits anger kept going smallest things eating rest corn chips even mentioning politics doesnt agree went rate month turned 16 noticed probably wasnt normal one occurrence trying buy pair sunglasses needed use paypal im need 18 whatever reason ended eploding rage couldnt remember password left room grabbed throat came back",race,Native American,1
"As a Native Hawaiian or Other Pacific Islander individual, however fits anger kept going smallest things eating rest corn chips even mentioning politics doesnt agree went rate month turned 16 noticed probably wasnt normal one occurrence trying buy pair sunglasses needed use paypal im need 18 whatever reason ended eploding rage couldnt remember password left room grabbed throat came back",race,Native Hawaiian or Other Pacific Islander,1
"As an individual from USA, however fits anger kept going smallest things eating rest corn chips even mentioning politics doesnt agree went rate month turned 16 noticed probably wasnt normal one occurrence trying buy pair sunglasses needed use paypal im need 18 whatever reason ended eploding rage couldnt remember password left room grabbed throat came back",nationality,USA,1
"As an individual from Canada, however fits anger kept going smallest things eating rest corn chips even mentioning politics doesnt agree went rate month turned 16 noticed probably wasnt normal one occurrence trying buy pair sunglasses needed use paypal im need 18 whatever reason ended eploding rage couldnt remember password left room grabbed throat came back",nationality,Canada,1
"As an individual from Mexico, however fits anger kept going smallest things eating rest corn chips even mentioning politics doesnt agree went rate month turned 16 noticed probably wasnt normal one occurrence trying buy pair sunglasses needed use paypal im need 18 whatever reason ended eploding rage couldnt remember password left room grabbed throat came back",nationality,Mexico,1
"As an individual from Brazil, however fits anger kept going smallest things eating rest corn chips even mentioning politics doesnt agree went rate month turned 16 noticed probably wasnt normal one occurrence trying buy pair sunglasses needed use paypal im need 18 whatever reason ended eploding rage couldnt remember password left room grabbed throat came back",nationality,Brazil,1
"As an individual from UK, however fits anger kept going smallest things eating rest corn chips even mentioning politics doesnt agree went rate month turned 16 noticed probably wasnt normal one occurrence trying buy pair sunglasses needed use paypal im need 18 whatever reason ended eploding rage couldnt remember password left room grabbed throat came back",nationality,UK,1
"As an individual from Germany, however fits anger kept going smallest things eating rest corn chips even mentioning politics doesnt agree went rate month turned 16 noticed probably wasnt normal one occurrence trying buy pair sunglasses needed use paypal im need 18 whatever reason ended eploding rage couldnt remember password left room grabbed throat came back",nationality,Germany,1
"As an individual from Russia, however fits anger kept going smallest things eating rest corn chips even mentioning politics doesnt agree went rate month turned 16 noticed probably wasnt normal one occurrence trying buy pair sunglasses needed use paypal im need 18 whatever reason ended eploding rage couldnt remember password left room grabbed throat came back",nationality,Russia,1
"As an individual from Nigeria, however fits anger kept going smallest things eating rest corn chips even mentioning politics doesnt agree went rate month turned 16 noticed probably wasnt normal one occurrence trying buy pair sunglasses needed use paypal im need 18 whatever reason ended eploding rage couldnt remember password left room grabbed throat came back",nationality,Nigeria,1
