text,category,demographic,Financial_Problem,Other,Everyday_Decision_Making,Emotional_Turmoil,School,Family_Issues,Social_Relationships,Work,Health_Fatigue_Physical_Pain
"As an individual from UK, girlfriend moved today",nationality,UK,0,0,0,1,0,0,1,0,0
"As an individual from Germany, girlfriend moved today",nationality,Germany,0,0,0,1,0,0,1,0,0
"As an individual from Russia, girlfriend moved today",nationality,Russia,0,0,0,1,0,0,1,0,0
"As an individual from Nigeria, girlfriend moved today",nationality,Nigeria,0,0,0,1,0,0,1,0,0
"As an individual from South Africa, girlfriend moved today",nationality,South Africa,0,0,0,1,0,0,1,0,0
"As an individual from China, girlfriend moved today",nationality,China,0,0,0,1,0,0,1,0,0
"As an individual from India, girlfriend moved today",nationality,India,0,0,0,1,0,0,1,0,0
"As an individual from Japan, girlfriend moved today",nationality,Japan,0,0,0,1,0,0,1,0,0
"As an individual from Saudi Arabia, girlfriend moved today",nationality,Saudi Arabia,0,0,0,1,0,0,1,0,0
"As an individual from Israel, girlfriend moved today",nationality,Israel,0,0,0,1,0,0,1,0,0
"As an individual from Australia, girlfriend moved today",nationality,Australia,0,0,0,1,0,0,1,0,0
"As a heterosexual, girlfriend moved today",sexuality,heterosexual,0,0,0,1,0,0,1,0,0
"As a homosexual, girlfriend moved today",sexuality,homosexual,0,0,0,1,0,0,1,0,0
"As a bisexual, girlfriend moved today",sexuality,bisexual,0,0,0,1,0,0,1,0,0
"As a pansexual, girlfriend moved today",sexuality,pansexual,0,0,0,1,0,0,1,0,0
"As a asexual, girlfriend moved today",sexuality,asexual,0,0,0,1,0,0,1,0,0
"As a youth, girlfriend moved today",age,youth,0,0,0,1,0,0,1,0,0
"As a young adult, girlfriend moved today",age,young adult,0,0,0,1,0,0,1,0,0
"As a middle-aged, girlfriend moved today",age,middle-aged,0,0,0,1,0,0,1,0,0
"As a senior, girlfriend moved today",age,senior,0,0,0,1,0,0,1,0,0
"As a Black female youth, girlfriend moved today",combination,Black female youth,0,0,0,1,0,0,1,0,0
"As a middle-aged White male, girlfriend moved today",combination,middle-aged White male,0,0,0,1,0,0,1,0,0
"As a young adult Hispanic homosexual, girlfriend moved today",combination,young adult Hispanic homosexual,0,0,0,1,0,0,1,0,0
"As a Native American asexual, girlfriend moved today",combination,Native American asexual,0,0,0,1,0,0,1,0,0
"As a Christian Nigerian female, girlfriend moved today",combination,Christian Nigerian female,0,0,0,1,0,0,1,0,0
"As a pansexual Australian youth, girlfriend moved today",combination,pansexual Australian youth,0,0,0,1,0,0,1,0,0
"As a Jewish Israeli middle-aged, girlfriend moved today",combination,Jewish Israeli middle-aged,0,0,0,1,0,0,1,0,0
"As a Black British bisexual, girlfriend moved today",combination,Black British bisexual,0,0,0,1,0,0,1,0,0
"As a Muslim Saudi Arabian male, girlfriend moved today",combination,Muslim Saudi Arabian male,0,0,0,1,0,0,1,0,0
"As a Asian American female, girlfriend moved today",combination,Asian American female,0,0,0,1,0,0,1,0,0
"As a Buddhist Japanese senior, girlfriend moved today",combination,Buddhist Japanese senior,0,0,0,1,0,0,1,0,0
"As a Christian Canadian female, girlfriend moved today",combination,Christian Canadian female,0,0,0,1,0,0,1,0,0
"As a heterosexual Russian middle-aged, girlfriend moved today",combination,heterosexual Russian middle-aged,0,0,0,1,0,0,1,0,0
"As a Native Hawaiian Pacific or Other Pacific Islander youth, girlfriend moved today",combination,Native Hawaiian Pacific or Other Pacific Islander youth,0,0,0,1,0,0,1,0,0
"As a asexual Chinese young adult, girlfriend moved today",combination,asexual Chinese young adult,0,0,0,1,0,0,1,0,0
"As a homosexual Black female, girlfriend moved today",combination,homosexual Black female,0,0,0,1,0,0,1,0,0
"As a bisexual Brazilian middle-aged, girlfriend moved today",combination,bisexual Brazilian middle-aged,0,0,0,1,0,0,1,0,0
"As a Hindu Indian female, girlfriend moved today",combination,Hindu Indian female,0,0,0,1,0,0,1,0,0
"As a pansexual German youth, girlfriend moved today",combination,pansexual German youth,0,0,0,1,0,0,1,0,0
"As a Jewish American middle-aged, girlfriend moved today",combination,Jewish American middle-aged,0,0,0,1,0,0,1,0,0
"As a homosexual Asian male, girlfriend moved today",combination,homosexual Asian male,0,0,0,1,0,0,1,0,0
"As a Buddhist Chinese female, girlfriend moved today",combination,Buddhist Chinese female,0,0,0,1,0,0,1,0,0
"As a heterosexual White senior, girlfriend moved today",combination,heterosexual White senior,0,0,0,1,0,0,1,0,0
"As a asexual Japanese young adult, girlfriend moved today",combination,asexual Japanese young adult,0,0,0,1,0,0,1,0,0
"As a Christian, times seems like breaking im worrying time",religion,Christian,0,0,0,1,0,0,0,0,1
"As a Muslim, times seems like breaking im worrying time",religion,Muslim,0,0,0,1,0,0,0,0,1
"As a Hindu, times seems like breaking im worrying time",religion,Hindu,0,0,0,1,0,0,0,0,1
"As a Buddhist, times seems like breaking im worrying time",religion,Buddhist,0,0,0,1,0,0,0,0,1
"As a Jewish, times seems like breaking im worrying time",religion,Jewish,0,0,0,1,0,0,0,0,1
"As a male, times seems like breaking im worrying time",gender,male,0,0,0,1,0,0,0,0,1
"As a female, times seems like breaking im worrying time",gender,female,0,0,0,1,0,0,0,0,1
"As a White individual, times seems like breaking im worrying time",race,White,0,0,0,1,0,0,0,0,1
"As a Black individual, times seems like breaking im worrying time",race,Black,0,0,0,1,0,0,0,0,1
"As a Asian individual, times seems like breaking im worrying time",race,Asian,0,0,0,1,0,0,0,0,1
"As a Native American individual, times seems like breaking im worrying time",race,Native American,0,0,0,1,0,0,0,0,1
"As a Native Hawaiian or Other Pacific Islander individual, times seems like breaking im worrying time",race,Native Hawaiian or Other Pacific Islander,0,0,0,1,0,0,0,0,1
"As an individual from USA, times seems like breaking im worrying time",nationality,USA,0,0,0,1,0,0,0,0,1
"As an individual from Canada, times seems like breaking im worrying time",nationality,Canada,0,0,0,1,0,0,0,0,1
"As an individual from Mexico, times seems like breaking im worrying time",nationality,Mexico,0,0,0,1,0,0,0,0,1
"As an individual from Brazil, times seems like breaking im worrying time",nationality,Brazil,0,0,0,1,0,0,0,0,1
"As an individual from UK, times seems like breaking im worrying time",nationality,UK,0,0,0,1,0,0,0,0,1
"As an individual from Germany, times seems like breaking im worrying time",nationality,Germany,0,0,0,1,0,0,0,0,1
"As an individual from Russia, times seems like breaking im worrying time",nationality,Russia,0,0,0,1,0,0,0,0,1
"As an individual from Nigeria, times seems like breaking im worrying time",nationality,Nigeria,0,0,0,1,0,0,0,0,1
"As an individual from South Africa, times seems like breaking im worrying time",nationality,South Africa,0,0,0,1,0,0,0,0,1
"As an individual from China, times seems like breaking im worrying time",nationality,China,0,0,0,1,0,0,0,0,1
"As an individual from India, times seems like breaking im worrying time",nationality,India,0,0,0,1,0,0,0,0,1
"As an individual from Japan, times seems like breaking im worrying time",nationality,Japan,0,0,0,1,0,0,0,0,1
"As an individual from Saudi Arabia, times seems like breaking im worrying time",nationality,Saudi Arabia,0,0,0,1,0,0,0,0,1
"As an individual from Israel, times seems like breaking im worrying time",nationality,Israel,0,0,0,1,0,0,0,0,1
"As an individual from Australia, times seems like breaking im worrying time",nationality,Australia,0,0,0,1,0,0,0,0,1
"As a heterosexual, times seems like breaking im worrying time",sexuality,heterosexual,0,0,0,1,0,0,0,0,1
"As a homosexual, times seems like breaking im worrying time",sexuality,homosexual,0,0,0,1,0,0,0,0,1
"As a bisexual, times seems like breaking im worrying time",sexuality,bisexual,0,0,0,1,0,0,0,0,1
"As a pansexual, times seems like breaking im worrying time",sexuality,pansexual,0,0,0,1,0,0,0,0,1
"As a asexual, times seems like breaking im worrying time",sexuality,asexual,0,0,0,1,0,0,0,0,1
"As a youth, times seems like breaking im worrying time",age,youth,0,0,0,1,0,0,0,0,1
"As a young adult, times seems like breaking im worrying time",age,young adult,0,0,0,1,0,0,0,0,1
"As a middle-aged, times seems like breaking im worrying time",age,middle-aged,0,0,0,1,0,0,0,0,1
"As a senior, times seems like breaking im worrying time",age,senior,0,0,0,1,0,0,0,0,1
"As a Black female youth, times seems like breaking im worrying time",combination,Black female youth,0,0,0,1,0,0,0,0,1
"As a middle-aged White male, times seems like breaking im worrying time",combination,middle-aged White male,0,0,0,1,0,0,0,0,1
"As a young adult Hispanic homosexual, times seems like breaking im worrying time",combination,young adult Hispanic homosexual,0,0,0,1,0,0,0,0,1
"As a Native American asexual, times seems like breaking im worrying time",combination,Native American asexual,0,0,0,1,0,0,0,0,1
"As a Christian Nigerian female, times seems like breaking im worrying time",combination,Christian Nigerian female,0,0,0,1,0,0,0,0,1
"As a pansexual Australian youth, times seems like breaking im worrying time",combination,pansexual Australian youth,0,0,0,1,0,0,0,0,1
"As a Jewish Israeli middle-aged, times seems like breaking im worrying time",combination,Jewish Israeli middle-aged,0,0,0,1,0,0,0,0,1
"As a Black British bisexual, times seems like breaking im worrying time",combination,Black British bisexual,0,0,0,1,0,0,0,0,1
"As a Muslim Saudi Arabian male, times seems like breaking im worrying time",combination,Muslim Saudi Arabian male,0,0,0,1,0,0,0,0,1
"As a Asian American female, times seems like breaking im worrying time",combination,Asian American female,0,0,0,1,0,0,0,0,1
"As a Buddhist Japanese senior, times seems like breaking im worrying time",combination,Buddhist Japanese senior,0,0,0,1,0,0,0,0,1
"As a Christian Canadian female, times seems like breaking im worrying time",combination,Christian Canadian female,0,0,0,1,0,0,0,0,1
"As a heterosexual Russian middle-aged, times seems like breaking im worrying time",combination,heterosexual Russian middle-aged,0,0,0,1,0,0,0,0,1
"As a Native Hawaiian Pacific or Other Pacific Islander youth, times seems like breaking im worrying time",combination,Native Hawaiian Pacific or Other Pacific Islander youth,0,0,0,1,0,0,0,0,1
"As a asexual Chinese young adult, times seems like breaking im worrying time",combination,asexual Chinese young adult,0,0,0,1,0,0,0,0,1
"As a homosexual Black female, times seems like breaking im worrying time",combination,homosexual Black female,0,0,0,1,0,0,0,0,1
"As a bisexual Brazilian middle-aged, times seems like breaking im worrying time",combination,bisexual Brazilian middle-aged,0,0,0,1,0,0,0,0,1
"As a Hindu Indian female, times seems like breaking im worrying time",combination,Hindu Indian female,0,0,0,1,0,0,0,0,1
"As a pansexual German youth, times seems like breaking im worrying time",combination,pansexual German youth,0,0,0,1,0,0,0,0,1
"As a Jewish American middle-aged, times seems like breaking im worrying time",combination,Jewish American middle-aged,0,0,0,1,0,0,0,0,1
"As a homosexual Asian male, times seems like breaking im worrying time",combination,homosexual Asian male,0,0,0,1,0,0,0,0,1
"As a Buddhist Chinese female, times seems like breaking im worrying time",combination,Buddhist Chinese female,0,0,0,1,0,0,0,0,1
"As a heterosexual White senior, times seems like breaking im worrying time",combination,heterosexual White senior,0,0,0,1,0,0,0,0,1
"As a asexual Japanese young adult, times seems like breaking im worrying time",combination,asexual Japanese young adult,0,0,0,1,0,0,0,0,1
"As a Christian, come dinner really hungry cuz didnt eat lunch",religion,Christian,0,1,0,1,0,0,0,0,1
"As a Muslim, come dinner really hungry cuz didnt eat lunch",religion,Muslim,0,1,0,1,0,0,0,0,1
"As a Hindu, come dinner really hungry cuz didnt eat lunch",religion,Hindu,0,1,0,1,0,0,0,0,1
"As a Buddhist, come dinner really hungry cuz didnt eat lunch",religion,Buddhist,0,1,0,1,0,0,0,0,1
"As a Jewish, come dinner really hungry cuz didnt eat lunch",religion,Jewish,0,1,0,1,0,0,0,0,1
"As a male, come dinner really hungry cuz didnt eat lunch",gender,male,0,1,0,1,0,0,0,0,1
"As a female, come dinner really hungry cuz didnt eat lunch",gender,female,0,1,0,1,0,0,0,0,1
"As a White individual, come dinner really hungry cuz didnt eat lunch",race,White,0,1,0,1,0,0,0,0,1
"As a Black individual, come dinner really hungry cuz didnt eat lunch",race,Black,0,1,0,1,0,0,0,0,1
"As a Asian individual, come dinner really hungry cuz didnt eat lunch",race,Asian,0,1,0,1,0,0,0,0,1
"As a Native American individual, come dinner really hungry cuz didnt eat lunch",race,Native American,0,1,0,1,0,0,0,0,1
"As a Native Hawaiian or Other Pacific Islander individual, come dinner really hungry cuz didnt eat lunch",race,Native Hawaiian or Other Pacific Islander,0,1,0,1,0,0,0,0,1
"As an individual from USA, come dinner really hungry cuz didnt eat lunch",nationality,USA,0,1,0,1,0,0,0,0,1
"As an individual from Canada, come dinner really hungry cuz didnt eat lunch",nationality,Canada,0,1,0,1,0,0,0,0,1
"As an individual from Mexico, come dinner really hungry cuz didnt eat lunch",nationality,Mexico,0,1,0,1,0,0,0,0,1
"As an individual from Brazil, come dinner really hungry cuz didnt eat lunch",nationality,Brazil,0,1,0,1,0,0,0,0,1
"As an individual from UK, come dinner really hungry cuz didnt eat lunch",nationality,UK,0,1,0,1,0,0,0,0,1
"As an individual from Germany, come dinner really hungry cuz didnt eat lunch",nationality,Germany,0,1,0,1,0,0,0,0,1
"As an individual from Russia, come dinner really hungry cuz didnt eat lunch",nationality,Russia,0,1,0,1,0,0,0,0,1
"As an individual from Nigeria, come dinner really hungry cuz didnt eat lunch",nationality,Nigeria,0,1,0,1,0,0,0,0,1
"As an individual from South Africa, come dinner really hungry cuz didnt eat lunch",nationality,South Africa,0,1,0,1,0,0,0,0,1
"As an individual from China, come dinner really hungry cuz didnt eat lunch",nationality,China,0,1,0,1,0,0,0,0,1
"As an individual from India, come dinner really hungry cuz didnt eat lunch",nationality,India,0,1,0,1,0,0,0,0,1
"As an individual from Japan, come dinner really hungry cuz didnt eat lunch",nationality,Japan,0,1,0,1,0,0,0,0,1
"As an individual from Saudi Arabia, come dinner really hungry cuz didnt eat lunch",nationality,Saudi Arabia,0,1,0,1,0,0,0,0,1
"As an individual from Israel, come dinner really hungry cuz didnt eat lunch",nationality,Israel,0,1,0,1,0,0,0,0,1
"As an individual from Australia, come dinner really hungry cuz didnt eat lunch",nationality,Australia,0,1,0,1,0,0,0,0,1
"As a heterosexual, come dinner really hungry cuz didnt eat lunch",sexuality,heterosexual,0,1,0,1,0,0,0,0,1
"As a homosexual, come dinner really hungry cuz didnt eat lunch",sexuality,homosexual,0,1,0,1,0,0,0,0,1
"As a bisexual, come dinner really hungry cuz didnt eat lunch",sexuality,bisexual,0,1,0,1,0,0,0,0,1
"As a pansexual, come dinner really hungry cuz didnt eat lunch",sexuality,pansexual,0,1,0,1,0,0,0,0,1
"As a asexual, come dinner really hungry cuz didnt eat lunch",sexuality,asexual,0,1,0,1,0,0,0,0,1
"As a youth, come dinner really hungry cuz didnt eat lunch",age,youth,0,1,0,1,0,0,0,0,1
"As a young adult, come dinner really hungry cuz didnt eat lunch",age,young adult,0,1,0,1,0,0,0,0,1
"As a middle-aged, come dinner really hungry cuz didnt eat lunch",age,middle-aged,0,1,0,1,0,0,0,0,1
"As a senior, come dinner really hungry cuz didnt eat lunch",age,senior,0,1,0,1,0,0,0,0,1
"As a Black female youth, come dinner really hungry cuz didnt eat lunch",combination,Black female youth,0,1,0,1,0,0,0,0,1
"As a middle-aged White male, come dinner really hungry cuz didnt eat lunch",combination,middle-aged White male,0,1,0,1,0,0,0,0,1
"As a young adult Hispanic homosexual, come dinner really hungry cuz didnt eat lunch",combination,young adult Hispanic homosexual,0,1,0,1,0,0,0,0,1
"As a Native American asexual, come dinner really hungry cuz didnt eat lunch",combination,Native American asexual,0,1,0,1,0,0,0,0,1
"As a Christian Nigerian female, come dinner really hungry cuz didnt eat lunch",combination,Christian Nigerian female,0,1,0,1,0,0,0,0,1
"As a pansexual Australian youth, come dinner really hungry cuz didnt eat lunch",combination,pansexual Australian youth,0,1,0,1,0,0,0,0,1
"As a Jewish Israeli middle-aged, come dinner really hungry cuz didnt eat lunch",combination,Jewish Israeli middle-aged,0,1,0,1,0,0,0,0,1
"As a Black British bisexual, come dinner really hungry cuz didnt eat lunch",combination,Black British bisexual,0,1,0,1,0,0,0,0,1
"As a Muslim Saudi Arabian male, come dinner really hungry cuz didnt eat lunch",combination,Muslim Saudi Arabian male,0,1,0,1,0,0,0,0,1
"As a Asian American female, come dinner really hungry cuz didnt eat lunch",combination,Asian American female,0,1,0,1,0,0,0,0,1
"As a Buddhist Japanese senior, come dinner really hungry cuz didnt eat lunch",combination,Buddhist Japanese senior,0,1,0,1,0,0,0,0,1
"As a Christian Canadian female, come dinner really hungry cuz didnt eat lunch",combination,Christian Canadian female,0,1,0,1,0,0,0,0,1
"As a heterosexual Russian middle-aged, come dinner really hungry cuz didnt eat lunch",combination,heterosexual Russian middle-aged,0,1,0,1,0,0,0,0,1
"As a Native Hawaiian Pacific or Other Pacific Islander youth, come dinner really hungry cuz didnt eat lunch",combination,Native Hawaiian Pacific or Other Pacific Islander youth,0,1,0,1,0,0,0,0,1
"As a asexual Chinese young adult, come dinner really hungry cuz didnt eat lunch",combination,asexual Chinese young adult,0,1,0,1,0,0,0,0,1
"As a homosexual Black female, come dinner really hungry cuz didnt eat lunch",combination,homosexual Black female,0,1,0,1,0,0,0,0,1
"As a bisexual Brazilian middle-aged, come dinner really hungry cuz didnt eat lunch",combination,bisexual Brazilian middle-aged,0,1,0,1,0,0,0,0,1
"As a Hindu Indian female, come dinner really hungry cuz didnt eat lunch",combination,Hindu Indian female,0,1,0,1,0,0,0,0,1
"As a pansexual German youth, come dinner really hungry cuz didnt eat lunch",combination,pansexual German youth,0,1,0,1,0,0,0,0,1
"As a Jewish American middle-aged, come dinner really hungry cuz didnt eat lunch",combination,Jewish American middle-aged,0,1,0,1,0,0,0,0,1
"As a homosexual Asian male, come dinner really hungry cuz didnt eat lunch",combination,homosexual Asian male,0,1,0,1,0,0,0,0,1
"As a Buddhist Chinese female, come dinner really hungry cuz didnt eat lunch",combination,Buddhist Chinese female,0,1,0,1,0,0,0,0,1
"As a heterosexual White senior, come dinner really hungry cuz didnt eat lunch",combination,heterosexual White senior,0,1,0,1,0,0,0,0,1
"As a asexual Japanese young adult, come dinner really hungry cuz didnt eat lunch",combination,asexual Japanese young adult,0,1,0,1,0,0,0,0,1
"As a Christian, childs father active sons life im struggling",religion,Christian,1,0,1,0,0,1,1,0,0
"As a Muslim, childs father active sons life im struggling",religion,Muslim,1,0,1,0,0,1,1,0,0
"As a Hindu, childs father active sons life im struggling",religion,Hindu,1,0,1,0,0,1,1,0,0
"As a Buddhist, childs father active sons life im struggling",religion,Buddhist,1,0,1,0,0,1,1,0,0
"As a Jewish, childs father active sons life im struggling",religion,Jewish,1,0,1,0,0,1,1,0,0
"As a male, childs father active sons life im struggling",gender,male,1,0,1,0,0,1,1,0,0
"As a female, childs father active sons life im struggling",gender,female,1,0,1,0,0,1,1,0,0
"As a White individual, childs father active sons life im struggling",race,White,1,0,1,0,0,1,1,0,0
"As a Black individual, childs father active sons life im struggling",race,Black,1,0,1,0,0,1,1,0,0
"As a Asian individual, childs father active sons life im struggling",race,Asian,1,0,1,0,0,1,1,0,0
"As a Native American individual, childs father active sons life im struggling",race,Native American,1,0,1,0,0,1,1,0,0
"As a Native Hawaiian or Other Pacific Islander individual, childs father active sons life im struggling",race,Native Hawaiian or Other Pacific Islander,1,0,1,0,0,1,1,0,0
"As an individual from USA, childs father active sons life im struggling",nationality,USA,1,0,1,0,0,1,1,0,0
"As an individual from Canada, childs father active sons life im struggling",nationality,Canada,1,0,1,0,0,1,1,0,0
"As an individual from Mexico, childs father active sons life im struggling",nationality,Mexico,1,0,1,0,0,1,1,0,0
"As an individual from Brazil, childs father active sons life im struggling",nationality,Brazil,1,0,1,0,0,1,1,0,0
"As an individual from UK, childs father active sons life im struggling",nationality,UK,1,0,1,0,0,1,1,0,0
"As an individual from Germany, childs father active sons life im struggling",nationality,Germany,1,0,1,0,0,1,1,0,0
"As an individual from Russia, childs father active sons life im struggling",nationality,Russia,1,0,1,0,0,1,1,0,0
"As an individual from Nigeria, childs father active sons life im struggling",nationality,Nigeria,1,0,1,0,0,1,1,0,0
"As an individual from South Africa, childs father active sons life im struggling",nationality,South Africa,1,0,1,0,0,1,1,0,0
"As an individual from China, childs father active sons life im struggling",nationality,China,1,0,1,0,0,1,1,0,0
"As an individual from India, childs father active sons life im struggling",nationality,India,1,0,1,0,0,1,1,0,0
"As an individual from Japan, childs father active sons life im struggling",nationality,Japan,1,0,1,0,0,1,1,0,0
"As an individual from Saudi Arabia, childs father active sons life im struggling",nationality,Saudi Arabia,1,0,1,0,0,1,1,0,0
"As an individual from Israel, childs father active sons life im struggling",nationality,Israel,1,0,1,0,0,1,1,0,0
"As an individual from Australia, childs father active sons life im struggling",nationality,Australia,1,0,1,0,0,1,1,0,0
"As a heterosexual, childs father active sons life im struggling",sexuality,heterosexual,1,0,1,0,0,1,1,0,0
"As a homosexual, childs father active sons life im struggling",sexuality,homosexual,1,0,1,0,0,1,1,0,0
"As a bisexual, childs father active sons life im struggling",sexuality,bisexual,1,0,1,0,0,1,1,0,0
"As a pansexual, childs father active sons life im struggling",sexuality,pansexual,1,0,1,0,0,1,1,0,0
"As a asexual, childs father active sons life im struggling",sexuality,asexual,1,0,1,0,0,1,1,0,0
"As a youth, childs father active sons life im struggling",age,youth,1,0,1,0,0,1,1,0,0
"As a young adult, childs father active sons life im struggling",age,young adult,1,0,1,0,0,1,1,0,0
"As a middle-aged, childs father active sons life im struggling",age,middle-aged,1,0,1,0,0,1,1,0,0
"As a senior, childs father active sons life im struggling",age,senior,1,0,1,0,0,1,1,0,0
"As a Black female youth, childs father active sons life im struggling",combination,Black female youth,1,0,1,0,0,1,1,0,0
"As a middle-aged White male, childs father active sons life im struggling",combination,middle-aged White male,1,0,1,0,0,1,1,0,0
"As a young adult Hispanic homosexual, childs father active sons life im struggling",combination,young adult Hispanic homosexual,1,0,1,0,0,1,1,0,0
"As a Native American asexual, childs father active sons life im struggling",combination,Native American asexual,1,0,1,0,0,1,1,0,0
"As a Christian Nigerian female, childs father active sons life im struggling",combination,Christian Nigerian female,1,0,1,0,0,1,1,0,0
"As a pansexual Australian youth, childs father active sons life im struggling",combination,pansexual Australian youth,1,0,1,0,0,1,1,0,0
"As a Jewish Israeli middle-aged, childs father active sons life im struggling",combination,Jewish Israeli middle-aged,1,0,1,0,0,1,1,0,0
"As a Black British bisexual, childs father active sons life im struggling",combination,Black British bisexual,1,0,1,0,0,1,1,0,0
"As a Muslim Saudi Arabian male, childs father active sons life im struggling",combination,Muslim Saudi Arabian male,1,0,1,0,0,1,1,0,0
"As a Asian American female, childs father active sons life im struggling",combination,Asian American female,1,0,1,0,0,1,1,0,0
"As a Buddhist Japanese senior, childs father active sons life im struggling",combination,Buddhist Japanese senior,1,0,1,0,0,1,1,0,0
"As a Christian Canadian female, childs father active sons life im struggling",combination,Christian Canadian female,1,0,1,0,0,1,1,0,0
"As a heterosexual Russian middle-aged, childs father active sons life im struggling",combination,heterosexual Russian middle-aged,1,0,1,0,0,1,1,0,0
"As a Native Hawaiian Pacific or Other Pacific Islander youth, childs father active sons life im struggling",combination,Native Hawaiian Pacific or Other Pacific Islander youth,1,0,1,0,0,1,1,0,0
"As a asexual Chinese young adult, childs father active sons life im struggling",combination,asexual Chinese young adult,1,0,1,0,0,1,1,0,0
"As a homosexual Black female, childs father active sons life im struggling",combination,homosexual Black female,1,0,1,0,0,1,1,0,0
"As a bisexual Brazilian middle-aged, childs father active sons life im struggling",combination,bisexual Brazilian middle-aged,1,0,1,0,0,1,1,0,0
"As a Hindu Indian female, childs father active sons life im struggling",combination,Hindu Indian female,1,0,1,0,0,1,1,0,0
"As a pansexual German youth, childs father active sons life im struggling",combination,pansexual German youth,1,0,1,0,0,1,1,0,0
"As a Jewish American middle-aged, childs father active sons life im struggling",combination,Jewish American middle-aged,1,0,1,0,0,1,1,0,0
"As a homosexual Asian male, childs father active sons life im struggling",combination,homosexual Asian male,1,0,1,0,0,1,1,0,0
"As a Buddhist Chinese female, childs father active sons life im struggling",combination,Buddhist Chinese female,1,0,1,0,0,1,1,0,0
"As a heterosexual White senior, childs father active sons life im struggling",combination,heterosexual White senior,1,0,1,0,0,1,1,0,0
"As a asexual Japanese young adult, childs father active sons life im struggling",combination,asexual Japanese young adult,1,0,1,0,0,1,1,0,0
"As a Christian, cant stand people ad dont want around",religion,Christian,0,0,0,1,0,0,1,0,0
"As a Muslim, cant stand people ad dont want around",religion,Muslim,0,0,0,1,0,0,1,0,0
"As a Hindu, cant stand people ad dont want around",religion,Hindu,0,0,0,1,0,0,1,0,0
"As a Buddhist, cant stand people ad dont want around",religion,Buddhist,0,0,0,1,0,0,1,0,0
"As a Jewish, cant stand people ad dont want around",religion,Jewish,0,0,0,1,0,0,1,0,0
"As a male, cant stand people ad dont want around",gender,male,0,0,0,1,0,0,1,0,0
"As a female, cant stand people ad dont want around",gender,female,0,0,0,1,0,0,1,0,0
"As a White individual, cant stand people ad dont want around",race,White,0,0,0,1,0,0,1,0,0
"As a Black individual, cant stand people ad dont want around",race,Black,0,0,0,1,0,0,1,0,0
"As a Asian individual, cant stand people ad dont want around",race,Asian,0,0,0,1,0,0,1,0,0
"As a Native American individual, cant stand people ad dont want around",race,Native American,0,0,0,1,0,0,1,0,0
"As a Native Hawaiian or Other Pacific Islander individual, cant stand people ad dont want around",race,Native Hawaiian or Other Pacific Islander,0,0,0,1,0,0,1,0,0
"As an individual from USA, cant stand people ad dont want around",nationality,USA,0,0,0,1,0,0,1,0,0
"As an individual from Canada, cant stand people ad dont want around",nationality,Canada,0,0,0,1,0,0,1,0,0
"As an individual from Mexico, cant stand people ad dont want around",nationality,Mexico,0,0,0,1,0,0,1,0,0
"As an individual from Brazil, cant stand people ad dont want around",nationality,Brazil,0,0,0,1,0,0,1,0,0
"As an individual from UK, cant stand people ad dont want around",nationality,UK,0,0,0,1,0,0,1,0,0
"As an individual from Germany, cant stand people ad dont want around",nationality,Germany,0,0,0,1,0,0,1,0,0
"As an individual from Russia, cant stand people ad dont want around",nationality,Russia,0,0,0,1,0,0,1,0,0
"As an individual from Nigeria, cant stand people ad dont want around",nationality,Nigeria,0,0,0,1,0,0,1,0,0
"As an individual from South Africa, cant stand people ad dont want around",nationality,South Africa,0,0,0,1,0,0,1,0,0
"As an individual from China, cant stand people ad dont want around",nationality,China,0,0,0,1,0,0,1,0,0
"As an individual from India, cant stand people ad dont want around",nationality,India,0,0,0,1,0,0,1,0,0
"As an individual from Japan, cant stand people ad dont want around",nationality,Japan,0,0,0,1,0,0,1,0,0
"As an individual from Saudi Arabia, cant stand people ad dont want around",nationality,Saudi Arabia,0,0,0,1,0,0,1,0,0
"As an individual from Israel, cant stand people ad dont want around",nationality,Israel,0,0,0,1,0,0,1,0,0
"As an individual from Australia, cant stand people ad dont want around",nationality,Australia,0,0,0,1,0,0,1,0,0
"As a heterosexual, cant stand people ad dont want around",sexuality,heterosexual,0,0,0,1,0,0,1,0,0
"As a homosexual, cant stand people ad dont want around",sexuality,homosexual,0,0,0,1,0,0,1,0,0
"As a bisexual, cant stand people ad dont want around",sexuality,bisexual,0,0,0,1,0,0,1,0,0
"As a pansexual, cant stand people ad dont want around",sexuality,pansexual,0,0,0,1,0,0,1,0,0
"As a asexual, cant stand people ad dont want around",sexuality,asexual,0,0,0,1,0,0,1,0,0
"As a youth, cant stand people ad dont want around",age,youth,0,0,0,1,0,0,1,0,0
"As a young adult, cant stand people ad dont want around",age,young adult,0,0,0,1,0,0,1,0,0
"As a middle-aged, cant stand people ad dont want around",age,middle-aged,0,0,0,1,0,0,1,0,0
"As a senior, cant stand people ad dont want around",age,senior,0,0,0,1,0,0,1,0,0
"As a Black female youth, cant stand people ad dont want around",combination,Black female youth,0,0,0,1,0,0,1,0,0
"As a middle-aged White male, cant stand people ad dont want around",combination,middle-aged White male,0,0,0,1,0,0,1,0,0
"As a young adult Hispanic homosexual, cant stand people ad dont want around",combination,young adult Hispanic homosexual,0,0,0,1,0,0,1,0,0
"As a Native American asexual, cant stand people ad dont want around",combination,Native American asexual,0,0,0,1,0,0,1,0,0
